image,text
./data/synthetic/synthetic_data_b/StanfordCars_Syn/299.jpeg,a photo of a broom.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/300.jpeg,a photo of a spiny lobster.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/301.jpeg,a photo of a Basenji.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/302.jpeg,a photo of a Shetland Sheepdog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/303.jpeg,a photo of a sea snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/304.jpeg,a photo of a water buffalo.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/305.jpeg,a photo of a kite (bird of prey).
./data/synthetic/synthetic_data_b/StanfordCars_Syn/306.jpeg,a photo of a gymnastic horizontal bar.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/307.jpeg,a photo of a frying pan.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/308.jpeg,a photo of a German Shepherd Dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/309.jpeg,a photo of a gymnastic horizontal bar.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/310.jpeg,a photo of a Malinois.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/311.jpeg,a photo of a rooster.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/312.jpeg,a photo of a yellow garden spider.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/313.jpeg,a photo of a pirate ship.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/314.jpeg,a photo of a maze.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/315.jpeg,a photo of a night snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/316.jpeg,a photo of a Rottweiler.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/317.jpeg,a photo of a trilobite.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/318.jpeg,a photo of a trifle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/319.jpeg,a photo of a tailed frog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/320.jpeg,a photo of a unicycle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/321.jpeg,a photo of a guinea pig.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/322.jpeg,a photo of a yellow garden spider.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/323.jpeg,a photo of a desk.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/324.jpeg,a photo of a Bullmastiff.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/325.jpeg,a photo of a Egyptian Mau.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/326.jpeg,a photo of a odometer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/327.jpeg,a photo of a church.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/328.jpeg,a photo of a Cocker Spaniel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/329.jpeg,a photo of a feather boa.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/330.jpeg,a photo of a limpkin.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/331.jpeg,a photo of a power drill.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/332.jpeg,a photo of a pomegranate.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/333.jpeg,a photo of a hair wig.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/334.jpeg,a photo of a hair clip.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/335.jpeg,a photo of a hand-held computer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/336.jpeg,a photo of a catamaran.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/337.jpeg,a photo of a husky.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/338.jpeg,a photo of a snowplow.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/339.jpeg,a photo of a catamaran.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/340.jpeg,a photo of a stopwatch.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/341.jpeg,a photo of a balance beam.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/342.jpeg,a photo of a Dandie Dinmont Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/343.jpeg,a photo of a toucan.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/344.jpeg,a photo of a goose.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/345.jpeg,a photo of a mousetrap.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/346.jpeg,a photo of a beer glass.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/347.jpeg,a photo of a badger.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/348.jpeg,a photo of a swimming cap.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/349.jpeg,a photo of a banjo.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/350.jpeg,a photo of a cardboard box / carton.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/351.jpeg,a photo of a vaulted or arched ceiling.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/352.jpeg,a photo of a hockey puck.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/353.jpeg,a photo of a smooth green snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/354.jpeg,a photo of a overskirt.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/355.jpeg,a photo of a mosquito net.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/356.jpeg,a photo of a ford model t.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/357.jpeg,a photo of a black swan.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/358.jpeg,a photo of a African rock python.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/359.jpeg,a photo of a trash can.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/360.jpeg,a photo of a projector.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/361.jpeg,a photo of a bison.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/362.jpeg,a photo of a stage.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/363.jpeg,a photo of a vacuum cleaner.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/364.jpeg,a photo of a nematode.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/365.jpeg,a photo of a pug.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/366.jpeg,a photo of a Miniature Schnauzer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/367.jpeg,a photo of a Dandie Dinmont Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/368.jpeg,a photo of a envelope.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/369.jpeg,a photo of a bra.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/370.jpeg,a photo of a oystercatcher.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/371.jpeg,a photo of a bassoon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/372.jpeg,a photo of a Yorkshire Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/373.jpeg,a photo of a Egyptian Mau.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/374.jpeg,a photo of a can opener.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/375.jpeg,a photo of a Leonberger.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/376.jpeg,a photo of a military aircraft.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/377.jpeg,a photo of a bell pepper.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/378.jpeg,a photo of a wolf spider.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/379.jpeg,a photo of a bookcase.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/380.jpeg,a photo of a stove.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/381.jpeg,a photo of a vacuum cleaner.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/382.jpeg,a photo of a hot tub.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/383.jpeg,a photo of a fountain pen.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/384.jpeg,a photo of a black swan.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/385.jpeg,a photo of a triceratops.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/386.jpeg,a photo of a graduation cap.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/387.jpeg,a photo of a filing cabinet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/388.jpeg,a photo of a threshing machine.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/389.jpeg,a photo of a American robin.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/390.jpeg,a photo of a agaric.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/391.jpeg,a photo of a jacamar.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/392.jpeg,a photo of a Granny Smith apple.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/393.jpeg,a photo of a safe.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/394.jpeg,a photo of a trench coat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/395.jpeg,a photo of a Boxer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/396.jpeg,a photo of a Irish Wolfhound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/397.jpeg,a photo of a balance beam.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/398.jpeg,a photo of a church.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/399.jpeg,a photo of a storage chest.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/400.jpeg,a photo of a Welsh Springer Spaniel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/401.jpeg,a photo of a velvet fabric.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/402.jpeg,a photo of a apiary.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/403.jpeg,a photo of a guacamole.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/404.jpeg,a photo of a night snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/405.jpeg,a photo of a Redbone Coonhound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/406.jpeg,a photo of a giant panda.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/407.jpeg,a photo of a great white shark.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/408.jpeg,a photo of a abaya.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/409.jpeg,a photo of a red wolf or maned wolf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/410.jpeg,a photo of a Granny Smith apple.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/411.jpeg,a photo of a snowmobile.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/412.jpeg,a photo of a snowplow.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/413.jpeg,a photo of a bulletproof vest.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/414.jpeg,a photo of a tiger.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/415.jpeg,a photo of a swimming cap.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/416.jpeg,a photo of a photocopier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/417.jpeg,a photo of a volcano.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/418.jpeg,a photo of a purse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/419.jpeg,a photo of a snowmobile.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/420.jpeg,a photo of a garbage truck.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/421.jpeg,a photo of a metal nail.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/422.jpeg,a photo of a poncho.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/423.jpeg,a photo of a movie theater.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/424.jpeg,a photo of a toy terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/425.jpeg,a photo of a Dandie Dinmont Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/426.jpeg,a photo of a longhorn beetle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/427.jpeg,a photo of a Kuvasz.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/428.jpeg,a photo of a coral fungus.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/429.jpeg,a photo of a vine snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/430.jpeg,a photo of a harmonica.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/431.jpeg,a photo of a radiator.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/432.jpeg,a photo of a fire truck.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/433.jpeg,a photo of a African rock python.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/434.jpeg,a photo of a rocking chair.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/435.jpeg,a photo of a red admiral butterfly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/436.jpeg,a photo of a water snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/437.jpeg,a photo of a triceratops.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/438.jpeg,a photo of a home theater.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/439.jpeg,a photo of a chain.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/440.jpeg,a photo of a cowboy boot.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/441.jpeg,a photo of a acorn squash.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/442.jpeg,a photo of a triumphal arch.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/443.jpeg,a photo of a dumbbell.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/444.jpeg,a photo of a Basset Hound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/445.jpeg,a photo of a water snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/446.jpeg,a photo of a scuba diver.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/447.jpeg,a photo of a infant bed.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/448.jpeg,a photo of a ruffed grouse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/449.jpeg,a photo of a trimaran.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/450.jpeg,a photo of a Sealyham Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/451.jpeg,a photo of a harvestman.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/452.jpeg,a photo of a jeep.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/453.jpeg,a photo of a trilobite.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/454.jpeg,a photo of a oxygen mask.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/455.jpeg,a photo of a vacuum cleaner.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/456.jpeg,a photo of a Appenzeller Sennenhund.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/457.jpeg,a photo of a assault rifle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/458.jpeg,a photo of a American lobster.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/459.jpeg,a photo of a pot pie.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/460.jpeg,a photo of a wool.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/461.jpeg,a photo of a guillotine.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/462.jpeg,a photo of a Affenpinscher.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/463.jpeg,a photo of a hard disk drive.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/464.jpeg,a photo of a jeans.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/465.jpeg,a photo of a Carolina anole.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/466.jpeg,a photo of a sawmill.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/467.jpeg,a photo of a prairie grouse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/468.jpeg,a photo of a baseball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/469.jpeg,a photo of a computer mouse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/470.jpeg,a photo of a holster.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/471.jpeg,a photo of a gown.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/472.jpeg,a photo of a disc brake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/473.jpeg,a photo of a monarch butterfly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/474.jpeg,a photo of a pomegranate.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/475.jpeg,a photo of a Standard Poodle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/476.jpeg,a photo of a Chesapeake Bay Retriever.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/477.jpeg,a photo of a odometer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/478.jpeg,a photo of a pole.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/479.jpeg,a photo of a red admiral butterfly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/480.jpeg,a photo of a Tibetan Mastiff.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/481.jpeg,a photo of a red wolf or maned wolf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/482.jpeg,a photo of a airship.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/483.jpeg,a photo of a crane bird.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/484.jpeg,a photo of a pipe organ.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/485.jpeg,a photo of a mobile home.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/486.jpeg,a photo of a weevil.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/487.jpeg,a photo of a taxicab.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/488.jpeg,a photo of a monarch butterfly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/489.jpeg,a photo of a lemon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/490.jpeg,a photo of a ruler measuring stick.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/491.jpeg,a photo of a hay.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/492.jpeg,a photo of a European garden spider.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/493.jpeg,a photo of a ostrich.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/494.jpeg,a photo of a cauldron.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/495.jpeg,a photo of a messenger bag.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/496.jpeg,a photo of a gondola.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/497.jpeg,a photo of a echidna.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/498.jpeg,a photo of a southern black widow.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/499.jpeg,a photo of a espresso machine.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/500.jpeg,a photo of a Welsh Springer Spaniel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/501.jpeg,a photo of a crash helmet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/502.jpeg,a photo of a red wolf or maned wolf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/503.jpeg,a photo of a limpkin.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/504.jpeg,a photo of a jackfruit.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/505.jpeg,a photo of a mink.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/506.jpeg,a photo of a whistle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/507.jpeg,a photo of a harvestman.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/508.jpeg,a photo of a water tower.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/509.jpeg,a photo of a Siberian Husky.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/510.jpeg,a photo of a white-headed capuchin.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/511.jpeg,a photo of a lion.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/512.jpeg,a photo of a Basset Hound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/513.jpeg,a photo of a birdhouse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/514.jpeg,a photo of a thatched roof.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/515.jpeg,a photo of a fire screen.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/516.jpeg,a photo of a pill bottle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/517.jpeg,a photo of a bee.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/518.jpeg,a photo of a lighter.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/519.jpeg,a photo of a stopwatch.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/520.jpeg,a photo of a mosquito net.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/521.jpeg,a photo of a drum.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/522.jpeg,a photo of a hen.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/523.jpeg,a photo of a oboe.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/524.jpeg,a photo of a sunglasses.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/525.jpeg,a photo of a frying pan.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/526.jpeg,a photo of a rhinoceros beetle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/527.jpeg,a photo of a banana.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/528.jpeg,a photo of a necklace.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/529.jpeg,a photo of a wombat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/530.jpeg,a photo of a dough.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/531.jpeg,a photo of a water jug.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/532.jpeg,a photo of a American coot.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/533.jpeg,a photo of a Alaskan tundra wolf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/534.jpeg,a photo of a Dungeness crab.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/535.jpeg,a photo of a wool.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/536.jpeg,a photo of a brain coral.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/537.jpeg,a photo of a refrigerator.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/538.jpeg,a photo of a French horn.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/539.jpeg,a photo of a Rhodesian Ridgeback.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/540.jpeg,a photo of a kit fox.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/541.jpeg,a photo of a leopard.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/542.jpeg,a photo of a lampshade.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/543.jpeg,a photo of a Brittany dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/544.jpeg,a photo of a police van.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/545.jpeg,a photo of a hartebeest.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/546.jpeg,a photo of a Labrador Retriever.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/547.jpeg,a photo of a park bench.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/548.jpeg,a photo of a megalith.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/549.jpeg,a photo of a triumphal arch.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/550.jpeg,a photo of a Alaskan tundra wolf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/551.jpeg,a photo of a construction crane.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/552.jpeg,a photo of a cliff dwelling.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/553.jpeg,a photo of a Great Pyrenees dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/554.jpeg,a photo of a trifle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/555.jpeg,a photo of a popsicle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/556.jpeg,a photo of a tractor.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/557.jpeg,a photo of a worm snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/558.jpeg,a photo of a hummingbird.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/559.jpeg,a photo of a megalith.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/560.jpeg,a photo of a swimming cap.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/561.jpeg,a photo of a teapot.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/562.jpeg,a photo of a Persian cat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/563.jpeg,a photo of a Gila monster.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/564.jpeg,a photo of a tiger shark.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/565.jpeg,a photo of a pig.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/566.jpeg,a photo of a shoji screen / room divider.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/567.jpeg,a photo of a bittern bird.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/568.jpeg,a photo of a military uniform.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/569.jpeg,a photo of a Mexican hairless dog (xoloitzcuintli).
./data/synthetic/synthetic_data_b/StanfordCars_Syn/570.jpeg,a photo of a Black and Tan Coonhound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/571.jpeg,a photo of a reflex camera.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/572.jpeg,a photo of a poke bonnet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/573.jpeg,a photo of a four-poster bed.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/574.jpeg,a photo of a ping-pong ball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/575.jpeg,a photo of a lighthouse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/576.jpeg,a photo of a golf ball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/577.jpeg,a photo of a ostrich.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/578.jpeg,a photo of a slug.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/579.jpeg,a photo of a wolf spider.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/580.jpeg,a photo of a espresso.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/581.jpeg,a photo of a window screen.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/582.jpeg,a photo of a payphone.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/583.jpeg,a photo of a consomme.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/584.jpeg,a photo of a Japanese Chin.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/585.jpeg,a photo of a flute.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/586.jpeg,a photo of a terrapin.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/587.jpeg,a photo of a front curtain.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/588.jpeg,a photo of a white-headed capuchin.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/589.jpeg,a photo of a hatchet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/590.jpeg,a photo of a freight car.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/591.jpeg,a photo of a Chihuahua.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/592.jpeg,a photo of a beer bottle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/593.jpeg,a photo of a flamingo.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/594.jpeg,a photo of a agama.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/595.jpeg,a photo of a praying mantis.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/596.jpeg,a photo of a macaque.
